Fighter_Name,Height,Weight,Reach,Stance,DOB,Wins,Losses,Draws,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,Fighter_URL,Image_URL,Recent_Form
Sora Rakhmonova,,125 lbs.,,,1998-06-21,4,1,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/63ff619c52ff7976,,WWWWW
Aleksandar Rakic,"6' 4""",205 lbs.,"78.0""",Orthodox,1992-02-06,14,6,0,4.13,50%,2.86,51%,0.64,21%,85%,0.1,http://ufcstats.com/fighter-details/333b9e5c723ac873,,WWWWW
Jessica Rakoczy,"5' 7""",115 lbs.,,Orthodox,1977-04-14,1,5,0,2.5,44%,3.55,64%,0.75,20%,0%,0.8,http://ufcstats.com/fighter-details/ffdeb4fbea09ce75,,WWWWW
Zygimantas Ramaska,"5' 11""",145 lbs.,"71.0""",Orthodox,1996-12-27,9,3,0,0.96,60%,2.25,30%,0.0,0%,33%,2.4,http://ufcstats.com/fighter-details/641ca2c2ed91b93c,,WWWWW
Thomas Ramirez,"6' 1""",410 lbs.,,Sideways,,0,1,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/ea398c802d9998ee,,WWWWW
Hector Ramirez,"6' 0""",205 lbs.,,Orthodox,1976-03-28,10,6,1,2.27,41%,4.6,56%,2.3,55%,66%,0.5,http://ufcstats.com/fighter-details/d1759b2b7be9be56,,WWWWW
Matt Ramirez,"5' 5""",125 lbs.,,,,2,3,0,3.03,50%,0.67,75%,2.53,16%,100%,0.0,http://ufcstats.com/fighter-details/96c05ba5ab9eccaf,,WWWWW
Steve Ramirez,"5' 7""",125 lbs.,,,,5,2,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/4311e9d23604205c,,WWWWW
Amador Ramirez,,135 lbs.,,,1990-06-14,5,4,0,4.93,51%,2.07,69%,1.0,33%,0%,0.0,http://ufcstats.com/fighter-details/ac31f869959860bc,,WWWWW
Mitch Ramirez,"5' 11""",155 lbs.,"71.0""",Orthodox,1992-11-03,8,3,0,3.51,44%,3.98,37%,0.59,33%,25%,0.0,http://ufcstats.com/fighter-details/e99eb0ef25885de5,,WWWWW
Andrew Ramm,"6' 1""",160 lbs.,,,,4,4,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/3b5f2faaa2f2c1f6,,WWWWW
Ian Rammel,"6' 0""",185 lbs.,,,1985-07-22,7,8,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/abc8e1423cf5b74e,,WWWWW
Luis Ramos,"5' 8""",170 lbs.,,Orthodox,1981-01-18,20,10,2,2.4,35%,5.6,42%,1.5,20%,100%,0.0,http://ufcstats.com/fighter-details/7bc475b0fc2020ab,,WWWWW
Ricardo Ramos,"5' 9""",145 lbs.,"72.0""",Orthodox,1995-08-01,17,8,0,2.91,36%,3.97,54%,2.51,57%,67%,1.0,http://ufcstats.com/fighter-details/1ae8f3c723aacff4,,WWWWW
Davi Ramos,"5' 6""",155 lbs.,"70.0""",Orthodox,1986-11-05,10,4,0,2.64,37%,3.44,56%,1.95,40%,83%,0.6,http://ufcstats.com/fighter-details/0052de90691d4a93,,WWWWW
Dorian Ramos,"5' 8""",145 lbs.,"70.0""",Orthodox,1993-12-31,8,3,0,2.3,52%,2.67,47%,1.82,25%,33%,0.0,http://ufcstats.com/fighter-details/fa4dcb2c8de482ee,,WWWWW
Vernon Ramos Ho,"5' 6""",170 lbs.,,Orthodox,1992-06-03,3,1,0,4.0,25%,8.0,55%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/30b577b112bef42d,,WWWWW
Kevin Randleman,"5' 10""",205 lbs.,,Orthodox,1971-08-10,17,16,0,1.26,54%,1.12,57%,2.0,56%,30%,0.8,http://ufcstats.com/fighter-details/6859f67468ba8489,,WWWWW
Raou Raou,"5' 8""",195 lbs.,,Orthodox,,0,1,0,2.01,16%,6.75,60%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/ed069a95aaaf4f56,,WWWWW
Mitch Raposo,"5' 5""",125 lbs.,"64.0""",Switch,1998-10-16,10,3,0,1.73,36%,2.65,61%,2.54,37%,61%,0.0,http://ufcstats.com/fighter-details/0be6776db31d98ec,,WWWWW
Hussain Rasouli,"5' 6""",135 lbs.,,,,2,3,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/9d61d8cb1c354867,,WWWWW
David Rasouri,"5' 7""",155 lbs.,,,,2,3,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/31e1ea6fe6b682f8,,WWWWW
Ed Ratcliff,"5' 10""",155 lbs.,"71.0""",Orthodox,1983-03-05,7,3,0,2.71,38%,2.96,63%,0.28,16%,53%,0.0,http://ufcstats.com/fighter-details/8c90c1563972e44d,,WWWWW
Bec Rawlings,"5' 6""",125 lbs.,"64.0""",Orthodox,1989-02-11,7,8,0,4.48,42%,5.66,57%,0.71,40%,68%,0.4,http://ufcstats.com/fighter-details/907e60fd13407e1e,,WWWWW
Gideon Ray,"5' 10""",185 lbs.,,Southpaw,1973-05-27,17,15,1,2.08,40%,2.58,53%,1.49,100%,0%,0.0,http://ufcstats.com/fighter-details/ea3ef6206c7907d5,,WWWWW
Joe Ray,,170 lbs.,,,1984-12-17,13,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/d92e6e17f637fe4d,,WWWWW
Stevie Ray,"5' 10""",155 lbs.,"70.0""",Southpaw,1990-03-25,23,9,0,3.73,44%,2.93,54%,0.75,46%,55%,0.6,http://ufcstats.com/fighter-details/31a13532e724ca2b,,WWWWW
Keenan Raymond,,165 lbs.,,,,3,3,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/bdd16cd6b29cb499,,WWWWW
Iony Razafiarison,"5' 3""",145 lbs.,,,1984-12-23,2,1,0,1.2,42%,1.4,53%,2.0,50%,75%,0.0,http://ufcstats.com/fighter-details/a303588c33d8c5ae,,WWWWW
Abdul Razak Alhassan,"5' 10""",185 lbs.,"73.0""",Orthodox,1985-08-11,12,7,0,3.64,49%,4.01,54%,0.84,33%,51%,0.2,http://ufcstats.com/fighter-details/eae431e70064e046,,WWWWW
Antony Rea,"6' 0""",205 lbs.,,Orthodox,1976-07-15,33,15,0,2.89,28%,5.42,42%,0.0,0%,100%,0.0,http://ufcstats.com/fighter-details/c36e1f4fa755ffb4,,WWWWW
Mateusz Rebecki,"5' 7""",155 lbs.,"66.0""",Southpaw,1992-10-03,20,4,0,5.21,46%,4.69,53%,3.38,52%,50%,0.5,http://ufcstats.com/fighter-details/849c5d9979df5357,,WWWWW
Rafael Rebello,"5' 5""",135 lbs.,"67.0""",Orthodox,1980-10-16,9,4,0,2.19,32%,3.29,58%,2.82,33%,75%,0.5,http://ufcstats.com/fighter-details/972197a8c61ac413,,WWWWW
Greg Rebello,"6' 0""",240 lbs.,"73.0""",Southpaw,1982-06-13,24,8,0,2.61,39%,2.92,58%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/49d78120e0a4f607,,WWWWW
Paul Redmond,"5' 10""",145 lbs.,,Orthodox,1986-10-20,12,7,0,0.72,34%,2.99,41%,0.0,0%,50%,0.0,http://ufcstats.com/fighter-details/3f56b99447f00607,,WWWWW
Dennis Reed,,205 lbs.,,Orthodox,1969-09-11,45,62,1,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/4a35913bd9aa4161,,WWWWW
Karl Reed,"6' 3""",205 lbs.,"78.0""",Orthodox,1988-10-27,6,1,0,2.04,44%,3.84,38%,1.06,22%,53%,0.0,http://ufcstats.com/fighter-details/11337d069261bf3a,,WWWWW
Elise Reed,"5' 3""",115 lbs.,"63.0""",Orthodox,1992-12-05,8,5,0,3.41,53%,3.26,51%,0.46,60%,53%,0.0,http://ufcstats.com/fighter-details/ac7c765882f2c68c,,WWWWW
John Reedy,"5' 8""",155 lbs.,,,,11,6,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/fb4ca5c7e4448645,,WWWWW
Johnny Rees,"6' 0""",170 lbs.,,Orthodox,1982-10-21,13,5,0,3.29,64%,0.84,47%,1.15,25%,50%,0.0,http://ufcstats.com/fighter-details/3ba3b5cc94498437,,WWWWW
James Reese,"5' 9""",155 lbs.,,,1980-12-21,11,10,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/e9ec08ebb3f92aa3,,WWWWW
Zach Reese,"6' 4""",185 lbs.,"77.0""",Switch,1994-03-24,10,3,0,4.48,54%,3.92,43%,2.8,61%,52%,1.3,http://ufcstats.com/fighter-details/23dec7c47cb418f8,,WWWWW
Stephen Regman,"5' 11""",185 lbs.,"76.0""",Orthodox,1991-08-05,9,4,0,1.41,60%,4.93,23%,3.52,100%,0%,0.0,http://ufcstats.com/fighter-details/24d98df7556ac8af,,WWWWW
Chad Reiner,"5' 11""",170 lbs.,,Orthodox,1981-06-29,33,18,0,0.53,20%,1.97,46%,0.99,33%,25%,2.0,http://ufcstats.com/fighter-details/d8022d5526b1d937,,WWWWW
Jason Reinhardt,"5' 6""",135 lbs.,,Orthodox,1969-10-31,20,3,0,0.51,40%,4.07,43%,1.91,12%,50%,0.0,http://ufcstats.com/fighter-details/02500fb9fd79a974,,WWWWW
Wilson Reis,"5' 4""",125 lbs.,"65.0""",Southpaw,1985-01-06,23,10,0,1.83,29%,3.04,55%,5.15,42%,47%,0.6,http://ufcstats.com/fighter-details/5aedf14771ca82d2,,WWWWW
Ben Reiter,"6' 3""",185 lbs.,,,1987-06-27,17,2,1,1.8,46%,1.53,54%,7.0,43%,0%,0.0,http://ufcstats.com/fighter-details/ee7b7768a4e6dc45,,WWWWW
Goran Reljic,"6' 3""",205 lbs.,"81.0""",Southpaw,1984-03-20,15,8,0,1.69,37%,2.69,59%,1.69,50%,33%,1.1,http://ufcstats.com/fighter-details/132f860d02953f4c,,WWWWW
Leigh Remedios,"5' 7""",155 lbs.,,Orthodox,1976-01-13,18,10,2,0.75,41%,1.36,68%,0.0,0%,33%,0.0,http://ufcstats.com/fighter-details/918db42c3637916f,,WWWWW
Ren Yawei,"5' 9""",155 lbs.,"69.0""",Orthodox,1998-02-07,9,4,0,4.67,64%,5.32,36%,0.0,0%,66%,1.4,http://ufcstats.com/fighter-details/b2d9758cdd124143,,WWWWW
Paulo Renato Junior,"6' 0""",205 lbs.,"73.0""",Orthodox,1994-01-25,12,3,0,4.89,45%,5.18,56%,0.0,0%,100%,0.0,http://ufcstats.com/fighter-details/01dfb60661153735,,WWWWW
Chance Rencountre,"6' 2""",170 lbs.,"75.0""",Southpaw,1986-12-31,14,4,0,1.1,20%,3.62,49%,1.35,26%,16%,0.3,http://ufcstats.com/fighter-details/1ddb480b601cefb1,,WWWWW
Montse Rendon,"5' 8""",135 lbs.,"68.0""",Orthodox,1989-03-16,7,1,0,3.09,28%,3.42,59%,2.0,37%,100%,0.3,http://ufcstats.com/fighter-details/60193e707634e560,,WWWWW
Marion Reneau,"5' 6""",135 lbs.,"68.0""",Orthodox,1977-06-20,9,8,1,3.2,41%,3.52,59%,0.62,63%,50%,0.8,http://ufcstats.com/fighter-details/c7d297714d9ab1a4,,WWWWW
Solomon Renfro,"5' 9""",170 lbs.,"72.0""",Switch,1997-02-05,8,2,0,5.2,44%,3.53,61%,2.0,50%,100%,0.0,http://ufcstats.com/fighter-details/ce6b5b93a96dd15b,,WWWWW
John Renken,"6' 0""",190 lbs.,,Orthodox,1972-12-31,18,28,4,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/1507214bbc7a79e2,,WWWWW
Herman Renting,"6' 0""",215 lbs.,,Switch,1968-12-31,1,3,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/f57cf3d54a641385,,WWWWW
Marco Polo Reyes,"5' 11""",155 lbs.,"71.0""",Orthodox,1984-11-07,8,7,0,6.0,37%,5.52,59%,0.0,0%,46%,0.0,http://ufcstats.com/fighter-details/edd02825c29028fe,,WWWWW
Dominick Reyes,"6' 4""",205 lbs.,"77.0""",Southpaw,1989-12-26,15,5,0,5.39,54%,3.49,49%,0.29,28%,82%,0.3,http://ufcstats.com/fighter-details/2e19380f34871c6a,,WWWWW
Alex Reyes,"5' 11""",155 lbs.,"73.0""",Orthodox,1986-10-02,13,5,0,4.46,46%,6.92,48%,1.5,28%,0%,0.0,http://ufcstats.com/fighter-details/dc07493a87dc0a6e,,WWWWW
Kyle Reyes,"5' 8""",145 lbs.,,,,15,7,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/7333d6e0f6428acb,,WWWWW
Javier Reyes,"5' 7""",145 lbs.,"73.0""",,1993-10-10,23,5,0,8.91,55%,2.53,47%,2.0,50%,50%,0.0,http://ufcstats.com/fighter-details/4a574b8512fc1b30,,WWWWW
Victor Reyna,"5' 11""",170 lbs.,"74.0""",Southpaw,1986-08-05,11,5,0,5.8,63%,4.75,42%,0.0,0%,100%,0.0,http://ufcstats.com/fighter-details/e9bbcc6530e4cbe6,,WWWWW
Gaston Reyno,"6' 0""",145 lbs.,,,1986-11-11,6,2,0,7.79,62%,3.9,44%,0.0,0%,0%,11.7,http://ufcstats.com/fighter-details/64db35f7782fe274,,WWWWW
Johnny Rhodes,"6' 0""",210 lbs.,,Orthodox,,2,1,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/319fa1bd3176bded,,WWWWW
Mike Rhodes,"6' 1""",170 lbs.,"74.0""",Orthodox,1989-12-04,10,5,0,3.2,39%,4.13,64%,0.96,33%,75%,0.5,http://ufcstats.com/fighter-details/b7ad576b8ae115e6,,WWWWW
Lucrezia Ria,"5' 6""",125 lbs.,,Orthodox,1992-06-24,8,2,0,4.07,46%,4.4,45%,1.0,33%,0%,0.0,http://ufcstats.com/fighter-details/042cc07ad5a53a33,,WWWWW
Amanda Ribas,"5' 4""",115 lbs.,"66.0""",Orthodox,1993-08-26,13,7,0,4.26,39%,3.29,60%,2.05,52%,82%,0.6,http://ufcstats.com/fighter-details/beecb672a279223e,,WWWWW
Vitor Ribeiro,"5' 8""",154 lbs.,,Orthodox,1979-02-24,20,5,0,1.0,28%,1.95,48%,1.58,26%,100%,1.2,http://ufcstats.com/fighter-details/a757c06bbdba61d2,,WWWWW
Will Ribeiro,"5' 8""",135 lbs.,,Orthodox,1983-02-17,10,2,0,1.83,28%,1.64,74%,1.15,100%,50%,2.9,http://ufcstats.com/fighter-details/8f4616698508f24d,,WWWWW
Claudio Ribeiro,"6' 1""",185 lbs.,"77.0""",Orthodox,1992-07-17,11,5,0,3.59,51%,4.9,30%,0.56,50%,66%,0.0,http://ufcstats.com/fighter-details/972c456ff38b2015,,WWWWW
Brendson Ribeiro,"6' 3""",205 lbs.,"81.0""",Orthodox,1996-09-08,17,9,0,3.06,42%,4.0,53%,0.9,42%,18%,0.6,http://ufcstats.com/fighter-details/49edd0d90f60fb7d,,WWWWW
Esteban Ribovics,"5' 10""",155 lbs.,"69.0""",Orthodox,1996-04-27,15,2,0,8.09,43%,6.3,54%,0.39,66%,70%,0.2,http://ufcstats.com/fighter-details/323d4ca260dfa0ba,,WWWWW
Mike Ricci,"6' 0""",155 lbs.,"76.0""",Southpaw,1986-03-18,11,5,0,1.8,32%,1.64,65%,0.67,100%,54%,0.0,http://ufcstats.com/fighter-details/3c921b1a30fdcbdd,,WWWWW
Alex Ricci,"5' 11""",155 lbs.,,Orthodox,1982-07-21,10,5,0,2.48,41%,2.53,64%,0.0,0%,64%,0.0,http://ufcstats.com/fighter-details/bf9bc96336922271,,WWWWW
Tabatha Ricci,"5' 1""",115 lbs.,"61.0""",Orthodox,1995-02-21,12,3,0,4.18,36%,5.19,57%,2.69,37%,78%,0.1,http://ufcstats.com/fighter-details/d25240135aee03e5,,WWWWW
Matt Ricehouse,,155 lbs.,,,1987-03-11,6,1,0,3.7,44%,4.8,47%,1.0,22%,81%,0.0,http://ufcstats.com/fighter-details/343d57cde1a14338,,WWWWW
John Richard,,205 lbs.,,,1982-05-22,3,5,1,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/b3e5a460b6851080,,WWWWW
Rex Richards,"6' 5""",265 lbs.,,,1980-10-17,7,2,0,17.65,58%,5.29,72%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/ad23903ef3af7406,,WWWWW
Mike Richman,"5' 8""",135 lbs.,,,1985-06-23,18,7,0,4.06,44%,3.49,43%,0.0,0%,76%,0.0,http://ufcstats.com/fighter-details/d6a740cf6e898e27,,WWWWW
Dave Rickels,"5' 11""",155 lbs.,,,1989-01-05,18,4,0,4.29,59%,5.53,42%,0.0,0%,25%,0.0,http://ufcstats.com/fighter-details/98b76850b5f1e836,,WWWWW
Haisam Rida,,,,,1993-07-25,0,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/d8a58e797518f011,,WWWWW
Brad Riddell,"5' 7""",155 lbs.,"71.0""",Orthodox,1991-09-30,10,4,0,4.71,53%,3.53,53%,1.77,36%,63%,0.0,http://ufcstats.com/fighter-details/37ed1ab2f8b819f4,,WWWWW
Matthew Riddle,"6' 1""",170 lbs.,"76.0""",Southpaw,1986-01-14,8,3,0,3.01,42%,2.74,54%,3.51,50%,89%,0.5,http://ufcstats.com/fighter-details/d023ae89a2a4a41e,,WWWWW
Joe Riggs,"6' 0""",185 lbs.,"70.0""",Southpaw,1982-09-23,44,17,0,2.41,51%,1.69,57%,2.45,55%,62%,0.6,http://ufcstats.com/fighter-details/d512d9f204059f57,,WWWWW
Jeremiah Riggs,"6' 0""",185 lbs.,,,1982-12-17,7,8,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/f1a9ad7485e5024a,,WWWWW
Aaron Riley,"5' 8""",155 lbs.,"69.0""",Southpaw,1980-12-09,30,14,1,3.45,34%,3.78,61%,1.18,34%,60%,0.1,http://ufcstats.com/fighter-details/f2c8ebbeafd45f2b,,WWWWW
Jason Riley,"6' 6""",245 lbs.,,,1975-09-22,10,7,0,0.0,0%,9.68,33%,0.0,0%,50%,0.0,http://ufcstats.com/fighter-details/995af04c697d78b7,,WWWWW
Luke Riley,"5' 9""",145 lbs.,"69.0""",Orthodox,1999-06-30,12,0,0,2.55,60%,1.27,46%,0.0,0%,42%,0.0,http://ufcstats.com/fighter-details/b1de86d835638319,,WWWWW
Moise Rimbon,"5' 10""",205 lbs.,,Orthodox,1977-04-20,23,11,3,0.8,34%,1.0,71%,1.0,50%,37%,0.0,http://ufcstats.com/fighter-details/9be3728f3f7badb2,,WWWWW
Jordan Rinaldi,"5' 10""",145 lbs.,"72.0""",Orthodox,1987-09-25,14,7,0,1.56,35%,2.32,59%,1.45,35%,20%,1.2,http://ufcstats.com/fighter-details/c07efc18b231f170,,WWWWW
Nick Ring,"6' 0""",185 lbs.,"74.0""",Southpaw,1979-02-10,14,4,0,3.52,42%,3.48,62%,1.36,36%,52%,0.3,http://ufcstats.com/fighter-details/b13da0b1a3aed3e7,,WWWWW
Robbie Ring,"5' 9""",145 lbs.,"68.0""",Orthodox,2000-07-14,6,1,0,5.11,38%,9.15,38%,4.04,33%,0%,0.0,http://ufcstats.com/fighter-details/fa9746fa5d23c202,,WWWWW
Mike Rio,"5' 10""",155 lbs.,"70.0""",Orthodox,1981-07-06,10,5,0,1.68,39%,2.99,53%,2.58,27%,0%,1.0,http://ufcstats.com/fighter-details/af90b10c785ced3e,,WWWWW
Albert Rios,"5' 8""",145 lbs.,,,,13,6,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/868a78f2e810a837,,WWWWW
Rafael Rios,,150 lbs.,,,,4,2,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/2f5754b48eab1486,,WWWWW
Maria Rios,"5' 5""",125 lbs.,,,1983-05-31,2,3,0,2.93,34%,4.13,56%,2.0,50%,100%,0.0,http://ufcstats.com/fighter-details/9ec12134b1515f12,,WWWWW
Shannon Ritch,"5' 9""",190 lbs.,,Orthodox,1970-09-27,56,83,0,1.0,100%,6.0,50%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/1c7cce2f5c17160d,,WWWWW
Diego Rivas,"5' 8""",145 lbs.,"69.0""",Orthodox,1991-11-11,10,2,0,1.37,40%,2.14,52%,1.79,60%,64%,0.9,http://ufcstats.com/fighter-details/09f579be4520394a,,WWWWW
Jorge Rivera,"6' 1""",185 lbs.,"73.0""",Orthodox,1972-02-28,20,9,0,3.16,48%,2.64,54%,0.84,50%,63%,0.1,http://ufcstats.com/fighter-details/cb46dface0e28a2c,,WWWWW
Dante Rivera,"6' 1""",185 lbs.,,Southpaw,1974-12-08,16,7,0,2.27,53%,4.0,25%,0.0,0%,16%,0.0,http://ufcstats.com/fighter-details/288aaa8f82040e02,,WWWWW
Mario Rivera,"5' 10""",170 lbs.,,,,6,8,0,0.0,0%,8.41,20%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/0f7210aa8d61af8d,,WWWWW
Francisco Rivera,"5' 8""",135 lbs.,"70.0""",Orthodox,1981-10-08,11,7,0,4.07,41%,3.16,68%,1.01,63%,68%,0.6,http://ufcstats.com/fighter-details/7ea4a9f07df33a45,,WWWWW
Jonathan Rivera,,155 lbs.,,,,4,2,0,4.36,49%,3.9,60%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/145df84ea4dfd904,,WWWWW
Jimmie Rivera,"5' 4""",135 lbs.,"68.0""",Orthodox,1989-06-29,23,5,0,4.03,40%,3.9,60%,0.88,27%,92%,0.1,http://ufcstats.com/fighter-details/9c907996820d2d69,,WWWWW
Irwin Rivera,"5' 6""",135 lbs.,"67.0""",Southpaw,1989-02-14,10,6,0,3.36,44%,5.07,57%,1.0,16%,70%,0.0,http://ufcstats.com/fighter-details/06a80a685ea98573,,WWWWW
Jerome Rivera,"5' 10""",125 lbs.,"72.0""",Southpaw,1995-04-22,10,6,0,3.21,33%,2.6,51%,0.0,0%,40%,0.0,http://ufcstats.com/fighter-details/c9587d81e1d33925,,WWWWW
Nicdali Rivera-Calanoc,"5' 3""",105 lbs.,,,1985-06-12,9,10,0,1.82,20%,2.42,78%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/60917f79b7271d83,,WWWWW
Pedro Rizzo,"6' 1""",241 lbs.,,Orthodox,1974-05-03,20,11,0,1.93,34%,3.02,50%,0.26,28%,78%,0.0,http://ufcstats.com/fighter-details/b44f39a5c6596953,,WWWWW
Theo Rlayang,"5' 7""",145 lbs.,"65.0""",Orthodox,1994-08-10,5,1,0,5.93,48%,8.4,40%,2.0,40%,0%,0.0,http://ufcstats.com/fighter-details/8aabef76351401d0,,WWWWW
Justin Robbins,"5' 5""",135 lbs.,,,1980-07-29,14,18,1,0.67,37%,3.2,47%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/3b2485c8d5c8b580,,WWWWW
Kali Robbins,"5' 3""",115 lbs.,"63.0""",Orthodox,1984-07-05,6,3,0,3.73,46%,9.4,44%,2.0,33%,0%,0.0,http://ufcstats.com/fighter-details/610caee730f9b89e,,WWWWW
Karl Roberson,"6' 1""",205 lbs.,"74.0""",Southpaw,1990-10-04,9,6,0,2.57,51%,2.42,57%,0.72,40%,40%,0.5,http://ufcstats.com/fighter-details/37d5b176d438d2a5,,WWWWW
Andre Roberts,"6' 2""",345 lbs.,,Orthodox,1965-02-24,14,2,1,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/a54a35a670d8e852,,WWWWW
David Roberts,"6' 1""",170 lbs.,,Orthodox,1975-11-15,5,8,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/775bad6d700d2302,,WWWWW
Joey Roberts,"6' 2""",200 lbs.,,,1977-11-11,4,3,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/c058823a2595ab09,,WWWWW
Tyrone Roberts,"5' 9""",185 lbs.,,Orthodox,1972-07-14,43,12,1,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/d1e6a6536ee62517,,WWWWW
Ryan Roberts,"5' 6""",155 lbs.,,Orthodox,1978-07-16,21,12,1,0.0,0%,22.5,45%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/35dc6220b113b7ec,,WWWWW
Taylor Roberts,"5' 11""",170 lbs.,,,,3,12,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/c5ec23983dc2d8f4,,WWWWW
Daniel Roberts,"5' 10""",170 lbs.,"74.0""",Southpaw,1980-08-05,15,7,0,0.73,20%,2.27,46%,2.46,44%,40%,2.5,http://ufcstats.com/fighter-details/22edaf53ad59a967,,WWWWW
Buddy Roberts,"6' 2""",185 lbs.,,Orthodox,1982-10-17,12,3,0,2.17,34%,2.08,70%,0.0,0%,76%,0.7,http://ufcstats.com/fighter-details/b2a2da86546ddb19,,WWWWW
Danny Roberts,"6' 1""",170 lbs.,"74.0""",Southpaw,1987-07-14,18,8,0,3.18,39%,3.73,50%,0.24,9%,57%,0.2,http://ufcstats.com/fighter-details/a6cba6bb66c1a8c9,,WWWWW
Roosevelt Roberts,"6' 2""",155 lbs.,"73.0""",Orthodox,1994-02-11,12,6,0,2.84,43%,3.1,52%,1.18,26%,50%,0.7,http://ufcstats.com/fighter-details/37c5366d18ed6c05,,WWWWW
Kenny Robertson,"5' 10""",170 lbs.,"74.0""",Orthodox,1984-02-14,15,5,0,3.72,47%,3.02,52%,1.37,26%,57%,0.8,http://ufcstats.com/fighter-details/6e0273f9478be71e,,WWWWW
Gillian Robertson,"5' 5""",115 lbs.,"63.0""",Orthodox,1995-05-17,16,8,0,2.86,48%,2.86,56%,2.74,40%,41%,0.9,http://ufcstats.com/fighter-details/38c7f72747f4f712,,WWWWW
Chad Robichaux,"5' 4""",135 lbs.,,,1975-08-18,13,2,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/b2aa1e07b5b3306e,,WWWWW
Mark Robinson,"6' 0""",265 lbs.,,Orthodox,,1,0,0,0.0,0%,5.8,13%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/4604ab1de9058474,,WWWWW
Colin Robinson,"6' 4""",243 lbs.,,Orthodox,1968-11-27,10,12,0,6.19,69%,7.91,37%,2.58,100%,50%,5.2,http://ufcstats.com/fighter-details/1a1a4d7a29041d77,,WWWWW
Alvin Robinson,"5' 9""",155 lbs.,"68.0""",Southpaw,1982-07-16,15,9,0,1.57,50%,1.29,51%,1.24,50%,25%,1.2,http://ufcstats.com/fighter-details/cbe79765d44bd172,,WWWWW
Damonte Robinson,"6' 0""",155 lbs.,"77.0""",,1995-06-10,6,1,1,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/2782235b078b72a7,,WWWWW
Vagner Rocha,"5' 10""",155 lbs.,"73.0""",Orthodox,1982-06-06,14,4,0,2.64,42%,4.5,48%,1.4,33%,50%,1.9,http://ufcstats.com/fighter-details/d403b1a6f278c95e,,WWWWW
Carlos Eduardo Rocha,"5' 10""",170 lbs.,"73.0""",Orthodox,1981-07-12,9,4,0,1.24,34%,1.85,55%,0.0,0%,52%,1.4,http://ufcstats.com/fighter-details/4f736494fc733095,,WWWWW
